,name,company,year,Price,kms_driven,fuel_type
8179,Datsun redi-GO T,Datsun,2007,25000,29052,Petrol
8180,Audi A6 2.0,Audi,2018,1177000,143584,Petrol
8181,BMW X1 sDrive20d,BMW,2022,2075000,80726,Diesel
8182,Chevrolet Beat LT,Chevrolet,2023,83000,165435,Petrol
8183,Mini Cooper D,Mini,2009,417000,173662,Petrol
8184,Mitsubishi Lancer 1.8,Mitsubishi,2002,31000,45231,Petrol
8185,Jeep Compass Limited,Jeep,2002,37000,11674,Petrol
8186,Toyota Etios VXD,Toyota,2003,25000,94195,Petrol
8187,Fiat Punto Active,Fiat,2020,88000,94304,Diesel
8188,Mitsubishi Pajero Sport,Mitsubishi,2011,42000,111424,Diesel
8189,Maruti Suzuki Swift,Maruti,2011,32000,123350,Petrol
8190,Nissan Terrano XL,Nissan,2021,148000,26215,Petrol
8191,Hyundai i10 Sportz,Hyundai,2015,67000,85085,Petrol
8192,Mini Cooper D,Mini,2016,774000,112719,Petrol
8193,Tata Indica V2,Tata,2015,85000,5315,Petrol
8194,Honda Brio S,Honda,2011,46000,89299,Petrol
8195,Tata Nano Lx,Tata,2016,79000,16038,Diesel
8196,Mahindra KUV100 K8,Mahindra,2021,153000,67513,Petrol
8197,Skoda Rapid Elegance,Skoda,2019,92000,109068,Diesel
8198,Jaguar XF Portfolio,Jaguar,2015,1003000,161063,Petrol
8199,Skoda Fabia Classic,Skoda,2002,34000,1423,Petrol
8200,Audi Q3 35,Audi,2008,481000,117369,Diesel
8201,Mercedes C-Class C220d,Mercedes,2018,2121000,46838,Petrol
8202,Jaguar XE Prestige,Jaguar,2009,674000,126160,Diesel
8203,Mini Cooper S,Mini,2008,543000,61785,Diesel
8204,Volkswagen Polo Highline,Volkswagen,2017,72000,129549,Diesel
8205,BMW 5 Series,BMW,2004,510000,11188,Petrol
8206,Volvo S60 D4,Volvo,2005,318000,138950,Diesel
8207,Mercedes GLA 200d,Mercedes,2009,570000,163454,Petrol
8208,Skoda Octavia Elegance,Skoda,2023,119000,151592,Petrol
8209,Mitsubishi Lancer 1.8,Mitsubishi,2009,71000,22695,Diesel
8210,Nissan Terrano XL,Nissan,2018,108000,12641,Petrol
8211,Chevrolet Tavera Neo,Chevrolet,2012,43000,25924,Petrol
8212,Renault Kwid RXT,Renault,2008,25000,128866,Petrol
8213,Volkswagen Ameo Highline,Volkswagen,2014,50000,140607,Diesel
8214,Mini Cooper S,Mini,2009,478000,132889,Diesel
8215,Skoda Fabia Classic,Skoda,2019,108000,81024,Petrol
8216,Datsun GO Plus,Datsun,2010,25000,84819,Diesel
8217,Audi A6 2.0,Audi,2009,453000,127804,Petrol
8218,Tata Nexon XZ,Tata,2003,25000,90801,Diesel
8219,Mercedes C-Class C220d,Mercedes,2007,412000,124089,Petrol
8220,Honda WR-V i-VTEC,Honda,2007,29000,169781,Diesel
8221,Volvo S60 D4,Volvo,2015,1434000,5876,Diesel
8222,Datsun GO T,Datsun,2021,72000,94319,Diesel
8223,Mahindra Scorpio S10,Mahindra,2019,103000,151410,Diesel
8224,Mercedes E-Class E220d,Mercedes,2018,1266000,113024,Diesel
8225,Renault Duster 110,Renault,2020,74000,129349,Diesel
8226,Datsun GO T,Datsun,2005,25000,68742,Petrol
8227,Mitsubishi Pajero Sport,Mitsubishi,2018,82000,179942,Diesel
8228,Mini Cooper D,Mini,2019,1045000,113340,Petrol
8229,Volkswagen Jetta Comfortline,Volkswagen,2010,34000,175082,Petrol
8230,Mitsubishi Pajero Sport,Mitsubishi,2012,51000,90048,Petrol
8231,Nissan Terrano XL,Nissan,2003,25000,174128,Diesel
8232,Renault Triber RXZ,Renault,2011,34000,161870,Petrol
8233,Jeep Compass Limited,Jeep,2009,65000,76190,Petrol
8234,Toyota Fortuner 3.0,Toyota,2007,33000,118789,Diesel
8235,Hyundai Venue SX,Hyundai,2020,77000,179822,Petrol
8236,Mahindra Scorpio SLE,Mahindra,2014,53000,173678,Diesel
8237,Audi A4 35,Audi,2005,593000,1873,Petrol
8238,Mercedes C-Class C220d,Mercedes,2015,1652000,17414,Diesel
8239,Volkswagen Polo Highline,Volkswagen,2017,71000,164366,Petrol
8240,Maruti Suzuki Alto,Maruti,2003,31000,7510,Petrol
8241,Renault Duster 110,Renault,2023,105000,167396,Petrol
8242,Fiat Punto Active,Fiat,2010,42000,2204,Petrol
8243,Renault Kwid RXT,Renault,2005,25000,93220,Petrol
8244,Mercedes C-Class C220d,Mercedes,2010,797000,75751,Petrol
8245,Skoda Rapid Elegance,Skoda,2014,92000,19891,Diesel
8246,Ford EcoSport Ambiente,Ford,2022,95000,143056,Petrol
8247,Chevrolet Tavera Neo,Chevrolet,2011,29000,127865,Petrol
8248,Mitsubishi Pajero Sport,Mitsubishi,2011,49000,135194,Diesel
8249,Volvo S60 D4,Volvo,2023,1960000,159738,Petrol
8250,Renault Kwid RXT,Renault,2014,47000,91206,Diesel
8251,Mini Cooper D,Mini,2019,1816000,18576,Petrol
8252,Volvo S60 D4,Volvo,2014,813000,150587,Petrol
8253,Audi A4 35,Audi,2023,2080000,131791,Diesel
8254,Audi Q3 35,Audi,2019,1486000,111306,Diesel
8255,Jaguar XF Portfolio,Jaguar,2021,1927000,121729,Diesel
8256,Jaguar XE Prestige,Jaguar,2003,319000,121307,Diesel
8257,Jeep Compass Longitude,Jeep,2008,45000,171976,Petrol
8258,Renault Kwid RXT,Renault,2010,32000,122685,Diesel
8259,Toyota Fortuner 3.0,Toyota,2017,92000,147527,Diesel
8260,Audi A6 2.0,Audi,2022,1704000,142869,Diesel
8261,Nissan Micra XV,Nissan,2004,25000,120662,Petrol
8262,Maruti Suzuki Eeco,Maruti,2012,39000,134830,CNG
8263,Mini Cooper S,Mini,2007,366000,177358,Petrol
8264,Chevrolet Tavera Neo,Chevrolet,2014,31000,162235,Petrol
8265,Tata Nexon XZ,Tata,2023,177000,8457,Diesel
8266,Mahindra Jeep CL550,Mahindra,2015,107000,33496,Diesel
8267,Nissan Terrano XL,Nissan,2011,45000,59042,Diesel
8268,Mercedes E-Class E220d,Mercedes,2016,2057000,900,Diesel
8269,Ford EcoSport Titanium,Ford,2016,95000,41611,Diesel
8270,Mitsubishi Lancer 1.8,Mitsubishi,2009,48000,67234,Petrol
8271,Hyundai Tucson 2WD,Hyundai,2010,62000,27459,Diesel
8272,Land Rover Discovery,Land,2016,1657000,46892,Diesel
8273,Toyota Glanza G,Toyota,2023,130000,129201,Petrol
8274,Honda City 1.5,Honda,2013,53000,104468,Diesel
8275,Chevrolet Spark LT,Chevrolet,2003,25000,124966,Petrol
8276,Fiat Punto Active,Fiat,2006,25000,45313,Petrol
8277,Mitsubishi Lancer 1.8,Mitsubishi,2003,25000,82198,Petrol
8278,Ford Freestyle Titanium,Ford,2022,166000,23661,Diesel
8279,Mercedes GLA 200d,Mercedes,2010,1030000,23166,Diesel
8280,Nissan Sunny XL,Nissan,2012,65000,22615,Petrol
8281,Chevrolet Sail UVA,Chevrolet,2020,115000,19759,Diesel
8282,Tata Nexon XZ,Tata,2008,35000,61099,Diesel
8283,Chevrolet Beat LT,Chevrolet,2003,25000,117135,Diesel
8284,Chevrolet Beat LT,Chevrolet,2004,25000,148646,Petrol
8285,Volkswagen Jetta Comfortline,Volkswagen,2002,25000,103078,Diesel
8286,Mini Cooper D,Mini,2017,992000,133078,Petrol
8287,Mahindra Bolero SLE,Mahindra,2012,83000,39343,Diesel
8288,BMW 5 Series,BMW,2020,2475000,17094,Diesel
8289,Mitsubishi Pajero Sport,Mitsubishi,2023,201000,69695,Petrol
8290,Mahindra Bolero SLE,Mahindra,2003,25000,99352,Diesel
8291,Volkswagen Jetta Comfortline,Volkswagen,2013,73000,25875,Petrol
8292,Hyundai Santro Xing,Hyundai,2011,40000,162165,Petrol
8293,Volkswagen Vento Highline,Volkswagen,2018,113000,69641,Diesel
8294,Fiat Punto Active,Fiat,2020,97000,41579,Petrol
8295,Ford Figo Aspire,Ford,2008,39000,62787,Petrol
8296,Datsun GO T,Datsun,2012,25000,152807,Petrol
8297,Nissan Sunny XL,Nissan,2005,31000,29230,Petrol
8298,Ford Figo,Ford,2018,108000,55651,Petrol
8299,Renault Duster 110,Renault,2018,83000,55634,Petrol
8300,Mercedes GLA 200d,Mercedes,2004,354000,129483,Diesel
8301,Mitsubishi Lancer 1.8,Mitsubishi,2002,25000,128931,Petrol
8302,Honda Amaze S,Honda,2009,38000,85629,Petrol
8303,Tata Indica V2,Tata,2013,51000,64911,Diesel
8304,Fiat Linea Active,Fiat,2006,25000,81652,Diesel
8305,Volkswagen Polo Highline,Volkswagen,2020,119000,66602,Petrol
8306,Mercedes C-Class C220d,Mercedes,2015,982000,144439,Petrol
8307,Toyota Innova 2.5,Toyota,2019,94000,170631,Petrol
8308,Toyota Innova 2.5,Toyota,2014,85000,51110,Diesel
8309,Tata Bolt XT,Tata,2015,48000,168545,Diesel
8310,Jaguar XF Portfolio,Jaguar,2009,868000,37196,Petrol
8311,Honda Jazz V,Honda,2007,27000,113555,Petrol
8312,Tata Nexon XZ,Tata,2018,94000,20703,Petrol
8313,Chevrolet Spark LT,Chevrolet,2018,53000,127276,Diesel
8314,Volkswagen Ameo Highline,Volkswagen,2016,81000,74295,Petrol
8315,Volkswagen Ameo Highline,Volkswagen,2004,39000,1016,Diesel
8316,Hyundai i10 Sportz,Hyundai,2012,57000,47942,Diesel
8317,Mini Cooper S,Mini,2010,648000,78456,Diesel
8318,Fiat Linea Active,Fiat,2017,63000,83497,Diesel
8319,Ford Fiesta Classic,Ford,2012,37000,175423,Diesel
8320,Toyota Corolla Altis,Toyota,2002,37000,27240,Diesel
8321,Skoda Fabia Classic,Skoda,2023,147000,117696,Diesel
8322,Skoda Octavia Elegance,Skoda,2017,113000,43357,Diesel
8323,Honda WR-V i-VTEC,Honda,2005,29000,91455,Petrol
8324,Jaguar XE Prestige,Jaguar,2002,397000,84699,Diesel
8325,Fiat Punto Active,Fiat,2018,85000,46131,Petrol
8326,Maruti Suzuki Ciaz,Maruti,2018,61000,134951,Petrol
8327,Honda Jazz V,Honda,2007,25000,164232,Petrol
8328,Mitsubishi Lancer 1.8,Mitsubishi,2006,44000,51357,Diesel
8329,Mahindra XUV500 W8,Mahindra,2003,35000,41208,Diesel
8330,Mitsubishi Pajero Sport,Mitsubishi,2007,33000,82714,Petrol
8331,Toyota Etios VXD,Toyota,2017,88000,156779,Petrol
8332,Mitsubishi Pajero Sport,Mitsubishi,2012,56000,160625,Diesel
8333,Mini Cooper D,Mini,2017,813000,168353,Petrol
8334,Fiat Punto Active,Fiat,2017,75000,27835,Diesel
8335,Chevrolet Spark LT,Chevrolet,2011,29000,100036,Petrol
8336,Fiat Linea Active,Fiat,2020,101000,42475,Petrol
8337,Nissan Micra XV,Nissan,2007,40000,36876,Diesel
8338,Maruti Suzuki Ciaz,Maruti,2020,87000,163465,CNG
8339,Volkswagen Polo Highline,Volkswagen,2005,25000,115977,Petrol
8340,Hyundai Eon Era,Hyundai,2014,60000,77615,Diesel
8341,Nissan Terrano XL,Nissan,2023,106000,173909,Petrol
8342,Volvo XC60 D5,Volvo,2018,1365000,73312,Petrol
8343,Honda Civic 1.8,Honda,2023,135000,115859,Diesel
8344,Skoda Octavia Elegance,Skoda,2007,30000,148731,Diesel
8345,Volvo XC60 D5,Volvo,2017,1759000,21522,Diesel
8346,Mercedes C-Class C220d,Mercedes,2003,322000,122712,Petrol
8347,Mini Cooper S,Mini,2009,452000,96176,Petrol
8348,Nissan Terrano XL,Nissan,2006,31000,30090,Diesel
8349,Chevrolet Beat LT,Chevrolet,2013,39000,84126,Diesel
8350,Ford Fiesta Classic,Ford,2022,134000,71426,Petrol
8351,Ford EcoSport Titanium,Ford,2012,54000,79765,Petrol
8352,Ford Freestyle Titanium,Ford,2018,76000,131230,Diesel
8353,Ford Endeavour 4x4,Ford,2006,27000,101395,Diesel
8354,Mercedes C-Class C220d,Mercedes,2009,608000,103362,Diesel
8355,Maruti Suzuki Omni,Maruti,2004,25000,148688,Petrol
8356,Maruti Suzuki Ertiga,Maruti,2009,26000,145650,Petrol
8357,Renault Kwid RXT,Renault,2014,58000,91151,Diesel
8358,Chevrolet Beat LT,Chevrolet,2023,84000,134800,Petrol
8359,Mini Cooper D,Mini,2012,1046000,17154,Diesel
8360,Renault Lodgy 110PS,Renault,2020,83000,146389,Petrol
8361,Volkswagen Ameo Highline,Volkswagen,2021,122000,67357,Petrol
8362,Volvo XC60 D5,Volvo,2003,280000,137597,Petrol
8363,Maruti Suzuki Ertiga,Maruti,2020,97000,85525,CNG
8364,Fiat Punto Active,Fiat,2008,30000,50082,Petrol
8365,Toyota Fortuner 3.0,Toyota,2014,83000,75613,Petrol
8366,Renault Duster 110,Renault,2016,57000,91060,Petrol
8367,Mitsubishi Pajero Sport,Mitsubishi,2022,116000,112988,Diesel
8368,Datsun redi-GO T,Datsun,2005,25000,15143,Petrol
8369,Datsun redi-GO T,Datsun,2008,25000,130854,Diesel
8370,Nissan Terrano XL,Nissan,2019,89000,51401,Petrol
8371,BMW 5 Series,BMW,2012,879000,67231,Petrol
8372,Jeep Compass Longitude,Jeep,2006,32000,107663,Petrol
8373,Mini Cooper D,Mini,2022,1361000,176162,Petrol
8374,Audi A4 35,Audi,2022,2408000,57231,Petrol
8375,Ford Figo Aspire,Ford,2015,93000,33806,Petrol
8376,Chevrolet Beat LT,Chevrolet,2004,25000,169660,Petrol
8377,BMW 3 Series,BMW,2013,1247000,25100,Petrol
8378,Volkswagen Ameo Highline,Volkswagen,2006,35000,69111,Diesel
8379,Maruti Suzuki Alto,Maruti,2010,33000,172709,Petrol
8380,Audi A8,Audi,2012,620000,130373,Petrol
8381,Nissan Terrano XL,Nissan,2011,31000,115559,Diesel
8382,Volkswagen Polo Highline,Volkswagen,2004,25000,172919,Diesel
8383,Maruti Suzuki Celerio,Maruti,2011,34000,169149,Diesel
8384,Toyota Yaris VX,Toyota,2013,85000,38025,Petrol
8385,Volvo XC60 D5,Volvo,2008,433000,152685,Petrol
8386,Datsun redi-GO T,Datsun,2013,49000,39878,Diesel
8387,Renault Duster 110,Renault,2012,33000,126143,Diesel
8388,Nissan Terrano XL,Nissan,2004,26000,26961,Petrol
8389,Mercedes E-Class E220d,Mercedes,2019,1911000,61385,Diesel
8390,Volvo XC60 D5,Volvo,2018,1971000,12895,Petrol
8391,Audi A4 35,Audi,2015,848000,108923,Petrol
8392,Mini Cooper S,Mini,2013,860000,47341,Diesel
8393,Mini Cooper D,Mini,2007,370000,109324,Diesel
8394,Tata Nano Lx,Tata,2015,69000,25944,Petrol
8395,Honda WR-V i-VTEC,Honda,2002,27000,21656,Petrol
8396,Honda Brio S,Honda,2022,179000,15161,Petrol
8397,Jaguar XE Prestige,Jaguar,2003,460000,72297,Diesel
8398,Audi A4 35,Audi,2019,1345000,97669,Petrol
8399,Chevrolet Tavera Neo,Chevrolet,2011,25000,133030,Petrol
8400,Fiat Linea Active,Fiat,2012,48000,50779,Petrol
8401,Renault Kwid RXT,Renault,2014,49000,75515,Petrol
8402,Land Rover Discovery,Land,2010,860000,95479,Diesel
8403,Tata Tigor XZ,Tata,2021,102000,54950,Petrol
8404,Ford Figo Aspire,Ford,2019,77000,134710,Petrol
8405,Honda City 1.5,Honda,2012,52000,88237,Diesel
8406,Jaguar XE Prestige,Jaguar,2006,467000,96484,Petrol
8407,Tata Tigor XZ,Tata,2008,31000,76217,Petrol
8408,Mitsubishi Pajero Sport,Mitsubishi,2020,151000,79821,Diesel
8409,Mini Cooper D,Mini,2017,1066000,114650,Diesel
8410,Datsun GO T,Datsun,2013,43000,52956,Diesel
8411,Mercedes C-Class C220d,Mercedes,2006,690000,11425,Petrol
8412,Mercedes GLA 200d,Mercedes,2010,973000,32118,Diesel
8413,Volvo S60 D4,Volvo,2008,873000,1624,Petrol
8414,Toyota Etios VXD,Toyota,2009,38000,118091,Petrol
8415,Renault Kwid RXT,Renault,2023,168000,50592,Diesel
8416,Volvo XC60 D5,Volvo,2022,2222000,42003,Petrol
8417,Volvo S60 D4,Volvo,2016,1767000,2384,Petrol
8418,Mercedes E-Class E220d,Mercedes,2022,2232000,67382,Petrol
8419,Land Rover Freelander,Land,2004,351000,130821,Petrol
8420,Volvo S60 D4,Volvo,2002,254000,178627,Diesel
8421,Chevrolet Spark LT,Chevrolet,2022,137000,12373,Diesel
8422,BMW X1 sDrive20d,BMW,2014,869000,90906,Petrol
8423,Volvo XC60 D5,Volvo,2008,400000,123878,Petrol
8424,Jeep Compass Longitude,Jeep,2020,178000,47983,Petrol
8425,Toyota Corolla Altis,Toyota,2010,42000,138722,Petrol
8426,Volvo XC60 D5,Volvo,2013,789000,121381,Diesel
8427,Tata Bolt XT,Tata,2013,37000,156369,Petrol
8428,BMW 3 Series,BMW,2004,501000,43665,Diesel
8429,Audi Q3 35,Audi,2020,1579000,178469,Petrol
8430,Jeep Compass Limited,Jeep,2023,178000,122125,Petrol
8431,Tata Tigor XZ,Tata,2010,30000,178102,Diesel
8432,Volkswagen Jetta Comfortline,Volkswagen,2023,164000,79287,Diesel
8433,Datsun GO Plus,Datsun,2011,28000,79061,Diesel
8434,Ford Fiesta Classic,Ford,2013,45000,121595,Petrol
8435,Volkswagen Vento Highline,Volkswagen,2014,86000,14637,Diesel
8436,Mitsubishi Pajero Sport,Mitsubishi,2010,55000,61522,Petrol
8437,Jaguar XF Portfolio,Jaguar,2005,682000,34783,Petrol
8438,Volkswagen Ameo Highline,Volkswagen,2022,194000,38712,Diesel
8439,Tata Nexon XZ,Tata,2007,42000,2851,Diesel
8440,Jaguar XE Prestige,Jaguar,2003,364000,162683,Diesel
8441,Volvo S60 D4,Volvo,2010,538000,105045,Diesel
8442,Chevrolet Spark LT,Chevrolet,2020,104000,30443,Petrol
8443,Mitsubishi Pajero Sport,Mitsubishi,2019,143000,41571,Petrol
8444,Chevrolet Beat LT,Chevrolet,2016,61000,62026,Diesel
8445,Chevrolet Beat LT,Chevrolet,2013,58000,9748,Diesel
8446,Jaguar XE Prestige,Jaguar,2010,672000,108761,Petrol
8447,Datsun GO Plus,Datsun,2015,53000,42315,Petrol
8448,Datsun GO T,Datsun,2023,72000,121221,Petrol
8449,Ford EcoSport Ambiente,Ford,2010,43000,95153,Diesel
8450,Mahindra Bolero SLE,Mahindra,2020,100000,158051,Diesel
8451,Mahindra Bolero SLE,Mahindra,2010,39000,101006,Petrol
8452,Chevrolet Sail UVA,Chevrolet,2011,28000,87562,Petrol
8453,Honda City 1.5,Honda,2021,110000,136738,Diesel
8454,Honda City 1.5,Honda,2013,44000,159126,Petrol
8455,Volvo S60 D4,Volvo,2002,258000,148441,Petrol
8456,Land Rover Freelander,Land,2007,684000,81039,Petrol
8457,Mitsubishi Lancer 1.8,Mitsubishi,2003,25000,178276,Diesel
8458,Fiat Punto Active,Fiat,2019,100000,43257,Diesel
8459,Hyundai Santro Xing,Hyundai,2023,213000,1973,Diesel
8460,Skoda Octavia Elegance,Skoda,2023,126000,107449,Petrol
8461,Nissan Terrano XL,Nissan,2002,25000,30313,Petrol
8462,Tata Indica V2,Tata,2005,25000,42513,Diesel
8463,Tata Nexon XZ,Tata,2010,32000,102031,Diesel
8464,Mini Cooper S,Mini,2010,440000,135109,Petrol
8465,Volkswagen Ameo Highline,Volkswagen,2017,114000,47428,Petrol
8466,Chevrolet Spark LT,Chevrolet,2007,33000,26530,Diesel
8467,Mini Cooper D,Mini,2013,702000,83254,Petrol
8468,Volvo XC60 D5,Volvo,2013,1468000,3702,Diesel
8469,Datsun GO T,Datsun,2016,66000,41775,Petrol
8470,Mitsubishi Pajero Sport,Mitsubishi,2020,182000,39364,Diesel
8471,Jeep Compass Longitude,Jeep,2005,61000,8263,Diesel
8472,Toyota Glanza G,Toyota,2013,79000,74836,Diesel
8473,Toyota Yaris VX,Toyota,2008,39000,111576,Petrol
8474,Ford Figo Aspire,Ford,2009,28000,171177,Diesel
8475,Mercedes E-Class E220d,Mercedes,2006,801000,7772,Petrol
8476,Audi Q7,Audi,2021,2264000,59552,Diesel
8477,Mahindra Jeep CL550,Mahindra,2010,41000,133221,Diesel
8478,Volvo S60 D4,Volvo,2013,1005000,69630,Petrol
8479,Audi Q7,Audi,2011,582000,166032,Petrol
8480,Mercedes C-Class C220d,Mercedes,2010,1149000,1763,Diesel
8481,Nissan Micra XV,Nissan,2012,34000,105110,Petrol
8482,Mini Cooper S,Mini,2016,864000,165744,Petrol
8483,Jeep Compass Limited,Jeep,2023,345000,3715,Diesel
8484,Land Rover Freelander,Land,2009,1171000,3105,Diesel
8485,Ford EcoSport Ambiente,Ford,2005,27000,82529,Petrol
8486,Skoda Fabia Classic,Skoda,2016,80000,99728,Diesel
8487,Ford Figo Aspire,Ford,2012,54000,63541,Diesel
8488,Datsun redi-GO T,Datsun,2019,58000,90155,Diesel
8489,Datsun redi-GO T,Datsun,2009,25000,104189,Petrol
8490,Ford Figo Aspire,Ford,2018,92000,96845,Diesel
8491,Mahindra TUV300 T8,Mahindra,2005,25000,112894,Petrol
8492,Toyota Corolla Altis,Toyota,2015,64000,167373,Petrol
8493,Jaguar XE Prestige,Jaguar,2005,509000,70337,Petrol
8494,Mahindra Scorpio S10,Mahindra,2003,33000,21508,Petrol
8495,Volkswagen Polo Highline,Volkswagen,2012,42000,124637,Diesel
8496,Volkswagen Vento Highline,Volkswagen,2008,28000,131342,Petrol
8497,Volkswagen Ameo Highline,Volkswagen,2019,149000,40499,Diesel
8498,Maruti Suzuki Alto,Maruti,2002,25000,130661,Petrol
8499,Mini Cooper D,Mini,2016,1069000,70675,Petrol
8500,Chevrolet Sail UVA,Chevrolet,2007,25000,177532,Diesel
8501,Toyota Fortuner 3.0,Toyota,2021,217000,28430,Diesel
8502,Land Rover Freelander,Land,2020,1609000,120453,Petrol
8503,Renault Duster 110,Renault,2018,73000,169956,Diesel
8504,BMW X1 sDrive20d,BMW,2009,838000,54648,Diesel
8505,Renault Lodgy 110PS,Renault,2013,68000,12367,Petrol
8506,Land Rover Freelander,Land,2018,1936000,84556,Diesel
8507,Hyundai Elite i20,Hyundai,2019,88000,79571,Diesel
8508,Audi Q7,Audi,2008,485000,110173,Petrol
8509,Land Rover Discovery,Land,2021,2538000,77715,Petrol
8510,Skoda Rapid Elegance,Skoda,2021,177000,14578,Diesel
8511,Nissan Micra XV,Nissan,2017,55000,166032,Petrol
8512,BMW 3 Series,BMW,2019,2230000,33960,Petrol
8513,Jaguar XE Prestige,Jaguar,2002,318000,178864,Petrol
8514,BMW X1 sDrive20d,BMW,2017,1160000,144873,Petrol
8515,Mini Cooper D,Mini,2008,653000,1349,Petrol
8516,Chevrolet Spark LT,Chevrolet,2007,25000,39284,Petrol
8517,Skoda Rapid Elegance,Skoda,2006,36000,70334,Petrol
8518,Hyundai Xcent S,Hyundai,2008,26000,145903,Petrol
8519,Mini Cooper D,Mini,2019,1243000,175570,Petrol
8520,Jaguar XE Prestige,Jaguar,2006,692000,46356,Diesel
8521,Datsun GO T,Datsun,2021,59000,153114,Diesel
8522,Ford Freestyle Titanium,Ford,2018,68000,104963,Petrol
8523,Ford Figo,Ford,2022,165000,59548,Diesel
8524,Land Rover Freelander,Land,2004,563000,68247,Diesel
8525,Volkswagen Jetta Comfortline,Volkswagen,2006,36000,40557,Diesel
8526,Volkswagen Jetta Comfortline,Volkswagen,2010,54000,66749,Petrol
8527,Volvo XC60 D5,Volvo,2008,768000,8447,Petrol
8528,Nissan Terrano XL,Nissan,2003,25000,137636,Petrol
8529,Mini Cooper S,Mini,2002,234000,167625,Diesel
8530,Jaguar XF Portfolio,Jaguar,2017,1540000,95370,Diesel
8531,Mercedes C-Class C220d,Mercedes,2012,686000,122732,Petrol
8532,Renault Kwid RXT,Renault,2017,53000,154718,Petrol
8533,Mitsubishi Lancer 1.8,Mitsubishi,2023,243000,14784,Diesel
8534,Jaguar XF Portfolio,Jaguar,2014,1545000,27560,Petrol
8535,Jeep Compass Longitude,Jeep,2006,35000,177448,Petrol
8536,Honda Jazz V,Honda,2019,145000,9531,Diesel
8537,Honda WR-V i-VTEC,Honda,2012,48000,111954,Petrol
8538,Audi A6 2.0,Audi,2003,545000,20775,Diesel
8539,Maruti Suzuki Swift,Maruti,2005,25000,117070,Diesel
8540,Datsun redi-GO T,Datsun,2016,48000,77245,Diesel
8541,BMW 5 Series,BMW,2011,878000,77981,Diesel
8542,Jeep Compass Longitude,Jeep,2017,165000,32727,Diesel
8543,Land Rover Freelander,Land,2009,1243000,4857,Petrol
8544,Tata Nano Lx,Tata,2011,54000,31730,Diesel
8545,Chevrolet Sail UVA,Chevrolet,2023,149000,4884,Petrol
8546,Renault Duster 110,Renault,2008,26000,96877,Diesel
8547,Renault Lodgy 110PS,Renault,2009,47000,28760,Petrol
8548,Land Rover Freelander,Land,2010,732000,144496,Petrol
8549,Land Rover Discovery,Land,2020,1733000,148497,Diesel
8550,Mini Cooper S,Mini,2017,948000,137773,Petrol
8551,Jeep Compass Longitude,Jeep,2023,171000,150844,Diesel
8552,Mini Cooper S,Mini,2015,1066000,46897,Petrol
8553,Audi Q7,Audi,2015,1366000,51616,Petrol
8554,Datsun GO Plus,Datsun,2004,25000,149896,Diesel
8555,Audi A8,Audi,2021,1782000,141080,Diesel
8556,Volkswagen Ameo Highline,Volkswagen,2020,162000,16944,Petrol
8557,Ford EcoSport Ambiente,Ford,2010,33000,175448,Petrol
8558,Chevrolet Sail UVA,Chevrolet,2016,61000,60014,Petrol
8559,Hyundai Xcent S,Hyundai,2017,105000,35639,Diesel
8560,Renault Duster 110,Renault,2006,35000,42400,Diesel
8561,Toyota Fortuner 3.0,Toyota,2013,89000,41579,Petrol
8562,Toyota Fortuner 3.0,Toyota,2023,198000,38685,Petrol
8563,Volkswagen Vento Highline,Volkswagen,2011,70000,17870,Diesel
8564,Fiat Punto Active,Fiat,2015,46000,121213,Diesel
8565,Audi A6 2.0,Audi,2016,930000,115640,Diesel
8566,Land Rover Discovery,Land,2015,1891000,7064,Diesel
8567,Datsun GO Plus,Datsun,2012,27000,167457,Diesel
8568,Hyundai Tucson 2WD,Hyundai,2014,45000,141195,Petrol
8569,BMW X1 sDrive20d,BMW,2021,1555000,132211,Diesel
8570,Datsun GO T,Datsun,2021,104000,33084,Petrol
8571,Tata Nexon XZ,Tata,2002,25000,85463,Petrol
8572,Fiat Punto Active,Fiat,2004,25000,3468,Petrol
8573,Mercedes GLA 200d,Mercedes,2009,932000,30748,Petrol
8574,Mini Cooper D,Mini,2004,296000,153935,Diesel
8575,Toyota Etios VXD,Toyota,2012,90000,14924,Petrol
8576,Jaguar XE Prestige,Jaguar,2007,542000,124550,Diesel
8577,Volkswagen Ameo Highline,Volkswagen,2011,60000,74338,Diesel
8578,Mercedes GLA 200d,Mercedes,2021,2535000,45895,Diesel
8579,Jaguar XF Portfolio,Jaguar,2004,349000,119533,Diesel
8580,Datsun GO T,Datsun,2008,25000,123932,Diesel
8581,Toyota Etios VXD,Toyota,2016,88000,98623,Petrol
8582,Volvo S60 D4,Volvo,2002,262000,142865,Diesel
8583,Mitsubishi Pajero Sport,Mitsubishi,2021,192000,18446,Petrol
8584,Mahindra Scorpio S10,Mahindra,2014,89000,57053,Diesel
8585,Fiat Punto Active,Fiat,2013,32000,113956,Diesel
8586,Datsun GO T,Datsun,2007,25000,85200,Petrol
8587,BMW 3 Series,BMW,2018,1540000,75632,Diesel
8588,Fiat Punto Active,Fiat,2018,77000,66721,Petrol
8589,Toyota Corolla Altis,Toyota,2006,47000,15401,Petrol
8590,Mitsubishi Pajero Sport,Mitsubishi,2019,131000,41163,Petrol
8591,Volvo XC60 D5,Volvo,2023,2118000,109914,Diesel
