name,company,year,Price,kms_driven,fuel_type
Skoda Octavia Elegance 1.8 TSI,Skoda,2013,"46,000","1,24,981 kms",Diesel
Mini Cooper D,Mini,2004,"5,34,000","8,036 kms",Diesel
Jaguar XE Prestige,Jaguar,2020,"16,16,000","1,25,366 kms",Petrol
Jeep Compass Limited,Jeep,2019,"1,13,000","1,16,549 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2015,"62,000","1,28,790 kms",Diesel
Tata Tiago Revotron XZ,Tata,2011,"31,000","1,65,518 kms",Diesel
Volkswagen Vento Highline Diesel,Volkswagen,2005,"29,000","90,395 kms",Petrol
Mini Cooper S,Mini,2023,"19,78,000","79,836 kms",Diesel
Toyota Innova 2.5 G,Toyota,2003,"25,000","1,36,363 kms",Diesel
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2007,"36,000","73,413 kms",Petrol
Tata Nexon XZ Plus,Tata,2010,"43,000","48,157 kms",Petrol
Tata Indica V2 DLS,Tata,2008,"27,000","78,465 kms",Petrol
Mini Cooper D,Mini,2005,"3,40,000","1,34,468 kms",Diesel
Mahindra TUV300 T8,Mahindra,2017,"80,000","1,58,839 kms",Petrol
Skoda Octavia Elegance 1.8 TSI,Skoda,2006,"25,000","1,68,341 kms",Petrol
Mercedes C-Class C220d,Mercedes,2017,"13,84,000","70,240 kms",Petrol
Mahindra TUV300 T8,Mahindra,2012,"91,000","5,286 kms",Petrol
BMW 3 Series 320d,BMW,2004,"4,34,000","59,059 kms",Petrol
Volkswagen Jetta Comfortline TDI,Volkswagen,2004,"25,000","1,63,236 kms",Diesel
Chevrolet Beat LT,Chevrolet,2021,"69,000","1,04,012 kms",Diesel
Nissan Sunny XL,Nissan,2003,"25,000","1,11,278 kms",Diesel
Land Rover Discovery Sport,Land,2018,"15,80,000","1,14,362 kms",Petrol
Tata Nexon XZ Plus,Tata,2018,"68,000","97,626 kms",Diesel
Audi A4 35 TDI,Audi,2007,"7,68,000","17,358 kms",Petrol
Volvo S60 D4,Volvo,2017,"10,34,000","99,631 kms",Diesel
Mercedes GLA 200d,Mercedes,2002,"4,78,000",478 kms,Petrol
BMW 3 Series 320d,BMW,2010,"6,96,000","80,338 kms",Diesel
Skoda Fabia Classic 1.2 MPI,Skoda,2002,"32,000","2,886 kms",Petrol
Mini Cooper S,Mini,2015,"11,15,000","75,293 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2021,"2,00,000","23,084 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2022,"1,25,000","1,34,108 kms",Diesel
Tata Tigor XZ,Tata,2007,"39,000","2,120 kms",Petrol
Datsun GO Plus T,Datsun,2014,"30,000","1,31,488 kms",Diesel
Mercedes E-Class E220d,Mercedes,2013,"9,05,000","1,28,843 kms",Diesel
Mercedes GLA 200d,Mercedes,2014,"9,37,000","85,112 kms",Petrol
BMW 5 Series 520d,BMW,2008,"8,02,000","4,835 kms",Petrol
Nissan Sunny XL,Nissan,2013,"65,000","5,096 kms",Diesel
Datsun redi-GO T,Datsun,2009,"25,000","97,998 kms",Petrol
Chevrolet Sail UVA LS,Chevrolet,2022,"73,000","1,68,998 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2023,"1,35,000","1,11,235 kms",Diesel
Volkswagen Jetta Comfortline TDI,Volkswagen,2016,"60,000","1,12,420 kms",Petrol
Jaguar XE Prestige,Jaguar,2017,"19,20,000","18,520 kms",Petrol
Jeep Compass Limited,Jeep,2010,"90,000","29,776 kms",Diesel
Volvo XC60 D5,Volvo,2021,"15,49,000","1,25,493 kms",Petrol
Mini Cooper S,Mini,2021,"19,23,000","53,332 kms",Petrol
Jeep Compass Limited,Jeep,2015,"83,000","1,45,305 kms",Petrol
Jeep Compass Longitude,Jeep,2013,"76,000","1,34,507 kms",Petrol
BMW X1 sDrive20d,BMW,2005,"3,85,000","99,424 kms",Diesel
Chevrolet Beat LT,Chevrolet,2017,"46,000","1,66,556 kms",Petrol
Renault Triber RXZ,Renault,2006,"31,000","29,986 kms",Petrol
Volvo XC60 D5,Volvo,2002,"2,74,000","1,74,922 kms",Petrol
Toyota Glanza G,Toyota,2021,"1,38,000","92,078 kms",Petrol
Honda WR-V i-VTEC VX,Honda,2023,"1,21,000","1,65,559 kms",Diesel
Hyundai Venue SX,Hyundai,2014,"54,000","1,15,539 kms",Diesel
Fiat Linea Active,Fiat,2016,"47,000","1,75,917 kms",Petrol
Fiat Punto Active,Fiat,2021,"1,37,000","12,003 kms",Diesel
BMW X1 sDrive20d,BMW,2020,"13,92,000","1,49,136 kms",Petrol
Land Rover Discovery Sport,Land,2010,"11,50,000","11,346 kms",Diesel
Datsun GO T,Datsun,2003,"25,000","61,804 kms",Petrol
Land Rover Discovery Sport,Land,2017,"19,65,000","49,332 kms",Diesel
Volkswagen Polo Highline 1.2L,Volkswagen,2021,"1,15,000","1,40,745 kms",Diesel
Honda Civic 1.8 V MT,Honda,2011,"71,000","5,719 kms",Diesel
Mercedes C-Class C220d,Mercedes,2010,"6,92,000","1,22,549 kms",Diesel
Nissan Sunny XL,Nissan,2006,"25,000","1,04,102 kms",Diesel
Fiat Linea Active,Fiat,2009,"25,000","1,33,301 kms",Diesel
Maruti Suzuki Alto 800 Vxi,Maruti,2020,"77,000","1,63,131 kms",CNG
Land Rover Freelander 2,Land,2010,"7,55,000","1,69,149 kms",Diesel
Mahindra Bolero SLE,Mahindra,2021,"2,02,000","7,624 kms",Diesel
Renault Triber RXZ,Renault,2021,"82,000","1,27,967 kms",Diesel
Chevrolet Spark LT,Chevrolet,2014,"42,000","77,085 kms",Diesel
Mercedes GLA 200d,Mercedes,2020,"16,22,000","1,58,749 kms",Diesel
Honda Brio S MT,Honda,2015,"80,000","80,702 kms",Diesel
Chevrolet Spark LT,Chevrolet,2009,Ask For Price,"9,049 kms",Petrol
Audi Q3 35 TDI,Audi,2003,"3,23,000","1,24,947 kms",Diesel
Volvo XC60 D5,Volvo,2015,"9,20,000","1,47,687 kms",Petrol
Chevrolet Beat LT,Chevrolet,2010,"29,000","94,038 kms",Petrol
Volvo S60 D4,Volvo,2005,"3,03,000","1,14,090 kms",Petrol
Hyundai Venue SX,Hyundai,2012,"64,000","1,776 kms",Petrol
Volvo S60 D4,Volvo,2013,"9,10,000","96,031 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2006,"37,000","67,828 kms",Diesel
Chevrolet Spark LT,Chevrolet,2008,"26,000","47,678 kms",Petrol
Fiat Linea Active,Fiat,2010,"44,000","22,099 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2022,"2,12,000","22,485 kms",Diesel
Tata Indica V2 DLS,Tata,2009,"25,000","1,44,707 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2017,"1,55,000","3,576 kms",Diesel
BMW X1 sDrive20d,BMW,2013,"14,13,000","17,182 kms",Petrol
Tata Nexon XZ Plus,Tata,2005,"25,000","1,70,700 kms",Petrol
Mercedes E-Class E220d,Mercedes,2003,"2,81,000","1,31,824 kms",Petrol
Maruti Suzuki Eeco 5 Seater,Maruti,2014,"49,000","1,51,594 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2006,"29,000","1,43,027 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2006,"25,000","1,32,564 kms",Petrol
Fiat Linea Active,Fiat,2003,"25,000","94,633 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2003,"25,000","1,46,804 kms",Petrol
Honda Brio S MT,Honda,2015,"1,11,000","14,092 kms",Diesel
Jeep Compass Limited,Jeep,2012,"83,000","69,160 kms",Petrol
Maruti Suzuki Ciaz VDi,Maruti,2009,"27,000","1,42,604 kms",CNG
Mahindra Scorpio S10,Mahindra,2017,"82,000","1,68,256 kms",Diesel
Jeep Compass Limited,Jeep,2011,"53,000","1,38,902 kms",Diesel
Honda Amaze S i-Dtech,Honda,2002,Ask For Price,"12,498 kms",Diesel
Mini Cooper D,Mini,2010,"5,44,000","1,64,240 kms",Diesel
Ford Figo,Ford,2023,"1,47,000","58,078 kms",Diesel
Nissan Sunny XL,Nissan,2015,"75,000","14,595 kms",Diesel
Maruti Suzuki Alto K10 VXi,Maruti,2013,"46,000","1,68,899 kms",Diesel
Mercedes GLA 200d,Mercedes,2020,"23,55,000","55,873 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2021,"1,39,000","80,940 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2008,"36,000","85,455 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2002,"25,000","1,55,417 kms",Petrol
Volkswagen Jetta Comfortline TDI,Volkswagen,2004,"25,000","80,966 kms",Petrol
Toyota Innova 2.5 G,Toyota,2005,"40,000","19,569 kms",Petrol
Jaguar XE Prestige,Jaguar,2009,"5,85,000","1,27,229 kms",Diesel
Fiat Punto Active,Fiat,2009,"32,000","65,459 kms",Petrol
Renault Duster 110 PS RxL,Renault,2010,"31,000","97,091 kms",Petrol
Maruti Suzuki Baleno Delta,Maruti,2011,"40,000","1,01,255 kms",Petrol
Toyota Glanza G,Toyota,2016,"1,05,000","69,376 kms",Petrol
Datsun GO Plus T,Datsun,2014,"35,000","1,08,609 kms",Petrol
Fiat Punto Active,Fiat,2003,"26,000","13,107 kms",Diesel
Nissan Terrano XL,Nissan,2008,"25,000","1,42,831 kms",Petrol
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2012,"54,000","70,763 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2019,"1,00,000","28,027 kms",Petrol
Land Rover Discovery Sport,Land,2021,"35,87,000","28,051 kms",Diesel
Ford EcoSport Ambiente 1.5L TDCi,Ford,2023,"1,25,000","1,66,457 kms",Petrol
BMW 3 Series 320d,BMW,2021,"16,21,000","1,72,542 kms",Diesel
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2015,"68,000","95,374 kms",Diesel
Datsun redi-GO T,Datsun,2019,"51,000","1,45,140 kms",Diesel
Jaguar XF Portfolio,Jaguar,2009,"5,89,000","1,66,244 kms",Diesel
Mercedes E-Class E220d,Mercedes,2015,"11,89,000","94,623 kms",Diesel
Jaguar XE Prestige,Jaguar,2010,"7,92,000","73,912 kms",Petrol
Ford Freestyle Titanium,Ford,2015,"76,000","47,549 kms",Petrol
Jeep Compass Limited,Jeep,2021,"1,46,000","1,69,504 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2007,"27,000","1,43,929 kms",Petrol
Fiat Punto Active,Fiat,2023,"90,000","98,154 kms",Petrol
Mahindra XUV500 W8,Mahindra,2004,"25,000","1,77,717 kms",Diesel
Ford Figo Aspire Titanium,Ford,2002,"25,000","43,053 kms",Diesel
Skoda Rapid Elegance 1.6 MPI,Skoda,2016,"64,000","1,51,524 kms",Petrol
Renault Duster 110 PS RxL,Renault,2017,"64,000","99,783 kms",Petrol
BMW X1 sDrive20d,BMW,2007,"6,91,000","44,706 kms",Diesel
Jeep Compass Limited,Jeep,2023,"2,35,000","51,749 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2011,"47,000","4,060 kms",Diesel
Audi A6 2.0 TDI,Audi,2021,"15,95,000","1,25,056 kms",Petrol
Mercedes E-Class E220d,Mercedes,2015,"11,89,000","89,634 kms",Diesel
Hyundai i10 Sportz,Hyundai,2005,"25,000","1,32,950 kms",Petrol
Chevrolet Beat LT,Chevrolet,2004,"25,000","1,32,755 kms",Petrol
Chevrolet Beat LT,Chevrolet,2020,"58,000","1,73,777 kms",Petrol
Honda Civic 1.8 V MT,Honda,2015,Ask For Price,"62,200 kms",Diesel
BMW 3 Series 320d,BMW,2023,"21,68,000","1,18,436 kms",Petrol
Datsun redi-GO T,Datsun,2021,"99,000","30,850 kms",Diesel
Renault Lodgy 110PS RxZ 8 Str,Renault,2013,"52,000","47,080 kms",Petrol
Volvo S60 D4,Volvo,2010,"5,13,000","1,14,232 kms",Petrol
Mahindra Thar CRDe 4x4,Mahindra,2017,"1,08,000","59,842 kms",Diesel
Jeep Compass Limited,Jeep,2002,"25,000","1,62,391 kms",Petrol
Mercedes GLA 200d,Mercedes,2004,"6,15,000","4,189 kms",Petrol
Mercedes GLA 200d,Mercedes,2005,"4,37,000","1,72,325 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2005,"33,000","73,441 kms",Diesel
Fiat Linea Active,Fiat,2008,"26,000","1,00,674 kms",Petrol
Volvo XC60 D5,Volvo,2015,"14,26,000","20,517 kms",Petrol
Jeep Compass Longitude,Jeep,2014,"79,000","1,41,888 kms",Diesel
Land Rover Freelander 2,Land,2008,"6,13,000","1,71,054 kms",Petrol
Audi A4 35 TDI,Audi,2011,Ask For Price,"1,01,069 kms",Diesel
Maruti Suzuki Eeco 5 Seater,Maruti,2002,"25,000","99,101 kms",Petrol
Ford Fiesta Classic CLXi,Ford,2021,"94,000","1,61,233 kms",Petrol
Mercedes C-Class C220d,Mercedes,2008,"7,98,000","13,930 kms",Petrol
Datsun GO T,Datsun,2006,"25,000","1,19,894 kms",Petrol
Renault Lodgy 110PS RxZ 8 Str,Renault,2021,"94,000","85,028 kms",Petrol
Mini Cooper D,Mini,2003,"2,75,000","87,118 kms",Petrol
Tata Tiago Revotron XZ,Tata,2006,"32,000","43,171 kms",Diesel
Nissan Sunny XL,Nissan,2020,"1,19,000","54,109 kms",Petrol
Nissan Micra XV,Nissan,2020,"80,000","1,22,845 kms",Petrol
Ford Figo,Ford,2023,"1,27,000","1,72,745 kms",Diesel
Skoda Fabia Classic 1.2 MPI,Skoda,2015,"1,13,000","15,628 kms",Diesel
Volvo XC60 D5,Volvo,2007,"4,57,000","1,22,534 kms",Diesel
Mahindra Bolero SLE,Mahindra,2022,"1,87,000","63,632 kms",Diesel
Mahindra Scorpio SLE BS IV,Mahindra,2021,"1,20,000","1,61,299 kms",Diesel
BMW 5 Series 520d,BMW,2003,"3,15,000","1,68,110 kms",Petrol
Toyota Fortuner 3.0 4x4 AT,Toyota,2003,"36,000","11,148 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2007,"43,000","49,734 kms",Diesel
Volvo S60 D4,Volvo,2019,"14,29,000","1,69,517 kms",Diesel
Fiat Punto Active,Fiat,2006,"25,000","85,569 kms",Petrol
Mercedes E-Class E220d,Mercedes,2007,"4,95,000","1,56,465 kms",Diesel
Datsun redi-GO T,Datsun,2012,"43,000","26,873 kms",Petrol
Jeep Compass Limited,Jeep,2015,"1,16,000","53,013 kms",Petrol
Nissan Sunny XL,Nissan,2003,"25,000","55,196 kms",Petrol
Honda Brio S MT,Honda,2004,"29,000","64,427 kms",Petrol
Jeep Compass Limited,Jeep,2013,"94,000","55,207 kms",Diesel
Jeep Compass Longitude,Jeep,2012,"88,000","75,734 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2021,"1,17,000","1,11,497 kms",Petrol
Honda Jazz V,Honda,2011,"58,000","56,495 kms",Petrol
Chevrolet Spark LT,Chevrolet,2012,"41,000","45,419 kms",Petrol
Jaguar XF Portfolio,Jaguar,2014,"10,84,000","1,10,194 kms",Petrol
Fiat Punto Active,Fiat,2010,"29,000","1,23,364 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2005,"28,000","4,604 kms",Petrol
Tata Indica V2 DLS,Tata,2007,"32,000","47,157 kms",Petrol
Chevrolet Sail UVA LS,Chevrolet,2005,"25,000","46,988 kms",Petrol
Jeep Compass Longitude,Jeep,2006,"52,000","50,177 kms",Petrol
Ford EcoSport Ambiente 1.5L TDCi,Ford,2006,"39,000","43,163 kms",Diesel
BMW X1 sDrive20d,BMW,2006,"6,32,000","29,929 kms",Diesel
Mercedes C-Class C220d,Mercedes,2012,"6,93,000","1,69,445 kms",Petrol
Volvo XC60 D5,Volvo,2017,"10,73,000","1,42,591 kms",Diesel
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2023,"1,99,000","32,778 kms",Diesel
Toyota Fortuner 3.0 4x4 AT,Toyota,2019,"1,14,000","78,353 kms",Petrol
Jaguar XF Portfolio,Jaguar,2008,"7,22,000","88,624 kms",Diesel
Jaguar XE Prestige,Jaguar,2008,"8,98,000","50,498 kms",Diesel
Tata Indica V2 DLS,Tata,2003,"25,000","89,550 kms",Diesel
Toyota Etios VXD,Toyota,2019,"1,60,000","26,365 kms",Diesel
Audi Q7,Audi,2017,Ask For Price,"1,14,667 kms",Petrol
Toyota Etios VXD,Toyota,2012,"47,000","1,12,691 kms",Diesel
Renault Duster 110 PS RxL,Renault,2021,"87,000","1,60,521 kms",Diesel
Volvo XC60 D5,Volvo,2002,"2,61,000","1,26,375 kms",Diesel
Datsun GO Plus T,Datsun,2020,"59,000","1,59,143 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2022,"1,33,000","1,49,038 kms",Diesel
Jaguar XF Portfolio,Jaguar,2010,"6,56,000","1,02,015 kms",Petrol
Mahindra Jeep CL550 MDI,Mahindra,2003,"29,000","37,329 kms",Diesel
Mercedes E-Class E220d,Mercedes,2018,"15,04,000","1,04,027 kms",Petrol
Tata Tiago Revotron XZ,Tata,2008,"36,000","53,236 kms",Petrol
Jeep Compass Limited,Jeep,2015,"93,000","1,13,997 kms",Diesel
Nissan Terrano XL,Nissan,2010,"37,000","55,813 kms",Petrol
Mahindra Jeep CL550 MDI,Mahindra,2023,"1,57,000","1,06,295 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2021,"1,35,000","66,437 kms",Diesel
Datsun GO Plus T,Datsun,2013,"33,000","1,79,514 kms",Diesel
Chevrolet Sail UVA LS,Chevrolet,2016,"44,000","1,29,932 kms",Petrol
Jaguar XE Prestige,Jaguar,2023,"35,01,000","37,822 kms",Diesel
Fiat Linea Active,Fiat,2019,"70,000","1,00,512 kms",Diesel
Jeep Compass Limited,Jeep,2008,"52,000","67,169 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2007,"43,000","26,686 kms",Petrol
Fiat Linea Active,Fiat,2003,"25,000","1,11,317 kms",Petrol
Volvo S60 D4,Volvo,2019,"20,04,000","11,767 kms",Diesel
Volvo S60 D4,Volvo,2012,"11,22,000","32,639 kms",Diesel
Nissan Micra XV,Nissan,2019,"82,000","91,498 kms",Petrol
Jaguar XF Portfolio,Jaguar,2017,"14,12,000","1,65,053 kms",Diesel
Land Rover Discovery Sport,Land,2009,"6,05,000","1,08,795 kms",Diesel
BMW 5 Series 520d,BMW,2016,"17,54,000","35,661 kms",Diesel
Land Rover Freelander 2,Land,2011,"9,03,000","89,378 kms",Petrol
Maruti Suzuki Wagon R 1.0 VXI,Maruti,2006,"29,000","66,554 kms",Petrol
Skoda Octavia Elegance 1.8 TSI,Skoda,2022,"1,42,000","72,568 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2018,"96,000","1,70,845 kms",Diesel
BMW X1 sDrive20d,BMW,2007,"7,90,000","5,122 kms",Petrol
Toyota Etios VXD,Toyota,2011,"48,000","1,00,808 kms",Diesel
Toyota Glanza G,Toyota,2003,Ask For Price,"1,58,813 kms",Diesel
Audi Q7,Audi,2002,"2,86,000","1,59,324 kms",Diesel
Ford Freestyle Titanium,Ford,2023,"1,22,000","83,502 kms",Petrol
Tata Nano Lx,Tata,2005,"25,000","1,15,407 kms",Petrol
Tata Nano Lx,Tata,2017,"49,000","1,57,008 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2009,"39,000","1,22,707 kms",Diesel
Toyota Corolla Altis G,Toyota,2008,"35,000","1,22,570 kms",Petrol
Ford EcoSport Ambiente 1.5L TDCi,Ford,2009,"36,000","63,047 kms",Petrol
Toyota Corolla Altis G,Toyota,2014,"61,000","1,50,933 kms",Diesel
Mahindra XUV500 W8,Mahindra,2009,"60,000","18,436 kms",Diesel
Jeep Compass Longitude,Jeep,2021,"1,77,000","76,299 kms",Diesel
BMW 3 Series 320d,BMW,2004,Ask For Price,"96,557 kms",Diesel
Volvo S60 D4,Volvo,2008,"4,81,000","1,68,404 kms",Diesel
Mahindra Thar CRDe 4x4,Mahindra,2014,"55,000","1,68,027 kms",Diesel
Datsun redi-GO T,Datsun,2017,"69,000","23,157 kms",Petrol
Land Rover Freelander 2,Land,2012,"13,85,000","21,981 kms",Diesel
Mini Cooper S,Mini,2008,"6,71,000","36,591 kms",Diesel
Jeep Compass Limited,Jeep,2007,"43,000","1,56,229 kms",Diesel
Land Rover Discovery Sport,Land,2021,"23,65,000","1,06,616 kms",Diesel
Fiat Punto Active,Fiat,2022,"1,08,000","58,087 kms",Diesel
Mercedes C-Class C220d,Mercedes,2023,"20,69,000","1,01,697 kms",Diesel
Mahindra Scorpio S10,Mahindra,2008,"32,000","1,68,045 kms",Diesel
Skoda Rapid Elegance 1.6 MPI,Skoda,2016,"57,000","1,31,968 kms",Petrol
Chevrolet Beat LT,Chevrolet,2005,"25,000","1,04,926 kms",Petrol
Tata Tigor XZ,Tata,2010,"26,000","1,49,816 kms",Petrol
Jaguar XF Portfolio,Jaguar,2006,"4,82,000","99,824 kms",Diesel
Skoda Fabia Classic 1.2 MPI,Skoda,2016,"91,000","40,152 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2011,"60,000","53,236 kms",Diesel
Mercedes GLA 200d,Mercedes,2015,"9,96,000","1,25,605 kms",Diesel
Toyota Fortuner 3.0 4x4 AT,Toyota,2021,Ask For Price,"1,34,795 kms",Diesel
Mahindra XUV500 W8,Mahindra,2008,"47,000","57,928 kms",Diesel
Fiat Punto Active,Fiat,2005,"25,000","1,18,643 kms",Petrol
Jaguar XF Portfolio,Jaguar,2005,"3,88,000","1,58,179 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2005,"25,000","1,41,675 kms",Diesel
Nissan Sunny XL,Nissan,2005,"25,000","1,09,101 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2006,"32,000","1,04,519 kms",Petrol
Toyota Etios VXD,Toyota,2018,"99,000","1,20,271 kms",Diesel
Mahindra Jeep CL550 MDI,Mahindra,2020,"1,02,000","99,809 kms",Diesel
Volvo S60 D4,Volvo,2021,"22,92,000","49,904 kms",Petrol
Audi Q7,Audi,2021,"30,48,000","12,151 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2008,"54,000","14,477 kms",Petrol
Mercedes GLA 200d,Mercedes,2004,"5,14,000","20,639 kms",Petrol
Maruti Suzuki Eeco 5 Seater,Maruti,2006,"32,000","61,535 kms",Diesel
Land Rover Freelander 2,Land,2023,"40,55,000","36,615 kms",Petrol
Honda Amaze S i-Dtech,Honda,2008,"49,000","12,082 kms",Petrol
Honda Amaze S i-Dtech,Honda,2009,"31,000","1,51,185 kms",Diesel
Renault Lodgy 110PS RxZ 8 Str,Renault,2017,"83,000","63,970 kms",Diesel
Audi A8,Audi,2016,Ask For Price,"1,39,940 kms",Petrol
Fiat Linea Active,Fiat,2007,"34,000","34,240 kms",Diesel
BMW 5 Series 520d,BMW,2005,"4,92,000","79,946 kms",Diesel
Datsun redi-GO T,Datsun,2016,"45,000","71,076 kms",Petrol
Maruti Suzuki Ertiga VDI,Maruti,2018,"1,23,000","17,030 kms",Diesel
Fiat Linea Active,Fiat,2020,"67,000","1,61,162 kms",Petrol
Honda City 1.5 S MT,Honda,2007,Ask For Price,"1,54,809 kms",Petrol
Maruti Suzuki Alto K10 VXi,Maruti,2010,"43,000","62,389 kms",Petrol
Mahindra Scorpio SLE BS IV,Mahindra,2004,"25,000","1,66,030 kms",Diesel
Tata Indica V2 DLS,Tata,2022,"1,12,000","88,601 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2003,"25,000","74,099 kms",Diesel
Audi A4 35 TDI,Audi,2020,"19,56,000","43,639 kms",Petrol
Mini Cooper D,Mini,2005,"3,21,000","1,07,410 kms",Petrol
Jaguar XF Portfolio,Jaguar,2007,"6,49,000","71,667 kms",Petrol
Chevrolet Beat LT,Chevrolet,2022,"73,000","1,70,937 kms",Diesel
Ford Figo,Ford,2017,"1,20,000","3,756 kms",Diesel
Mahindra Jeep CL550 MDI,Mahindra,2009,"41,000","1,24,836 kms",Diesel
Chevrolet Sail UVA LS,Chevrolet,2005,"25,000","85,638 kms",Petrol
Fiat Punto Active,Fiat,2018,"67,000","91,830 kms",Petrol
Mercedes GLA 200d,Mercedes,2004,"5,47,000","31,195 kms",Diesel
Land Rover Discovery Sport,Land,2015,"12,41,000","1,31,285 kms",Diesel
Tata Nano Lx,Tata,2023,"1,00,000","1,62,569 kms",Petrol
Hyundai Elite i20 Magna 1.2,Hyundai,2021,"1,03,000","1,70,200 kms",Petrol
Jaguar XF Portfolio,Jaguar,2023,"36,18,000","31,760 kms",Petrol
Ford Freestyle Titanium,Ford,2003,"29,000","24,676 kms",Diesel
Nissan Micra XV,Nissan,2012,"37,000","1,66,259 kms",Diesel
Maruti Suzuki Swift Vdi,Maruti,2010,"58,000","12,708 kms",Petrol
Chevrolet Tavera Neo 3,Chevrolet,2009,"38,000","21,485 kms",Diesel
Hyundai Elite i20 Magna 1.2,Hyundai,2016,"1,01,000","25,024 kms",Diesel
Jeep Compass Limited,Jeep,2016,"1,06,000","1,34,470 kms",Diesel
Volvo S60 D4,Volvo,2019,"17,90,000","60,274 kms",Diesel
Hyundai Verna 1.6 SX,Hyundai,2004,"35,000","3,409 kms",Diesel
Mini Cooper S,Mini,2007,"3,97,000","1,35,669 kms",Petrol
Land Rover Freelander 2,Land,2011,"7,21,000","1,34,101 kms",Petrol
Mahindra Bolero SLE,Mahindra,2009,"70,000","5,581 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2019,"91,000","1,64,407 kms",Diesel
BMW 3 Series 320d,BMW,2011,"6,79,000","1,52,049 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2015,"61,000","1,37,975 kms",Petrol
Hyundai Creta 1.6 SX Option,Hyundai,2005,"25,000","1,62,224 kms",Diesel
Mini Cooper S,Mini,2008,"7,80,000","7,001 kms",Diesel
Mahindra TUV300 T8,Mahindra,2002,"25,000","1,01,574 kms",Petrol
Datsun GO Plus T,Datsun,2010,"25,000","1,08,565 kms",Diesel
Honda Brio S MT,Honda,2002,"25,000","1,57,206 kms",Diesel
Jeep Compass Longitude,Jeep,2018,"1,89,000","27,781 kms",Diesel
Renault Triber RXZ,Renault,2010,"37,000","67,233 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2016,"1,03,000","44,960 kms",Petrol
BMW 3 Series 320d,BMW,2022,"16,75,000","1,05,938 kms",Petrol
Mahindra KUV100 K8,Mahindra,2002,"25,000","1,73,381 kms",Diesel
Ford Figo Aspire Titanium,Ford,2007,Ask For Price,"50,882 kms",Petrol
Audi A4 35 TDI,Audi,2014,"8,06,000","1,11,112 kms",Diesel
Ford Fiesta Classic CLXi,Ford,2019,"94,000","95,262 kms",Petrol
Volkswagen Polo Highline 1.2L,Volkswagen,2011,"43,000","1,26,302 kms",Petrol
Land Rover Discovery Sport,Land,2004,"5,94,000","41,763 kms",Diesel
Datsun GO Plus T,Datsun,2010,"36,000","26,533 kms",Diesel
Audi A4 35 TDI,Audi,2012,"7,46,000","1,20,263 kms",Petrol
Honda City 1.5 S MT,Honda,2017,"1,27,000","4,805 kms",Petrol
Land Rover Discovery Sport,Land,2022,"22,67,000","1,38,110 kms",Petrol
Mercedes GLA 200d,Mercedes,2020,"22,16,000","48,796 kms",Diesel
Chevrolet Spark LT,Chevrolet,2013,Ask For Price,"1,20,798 kms",Diesel
Land Rover Freelander 2,Land,2008,"6,96,000","91,120 kms",Diesel
